tik_codigo,descripcion,propietario,categoria,ans,nombre_cliente,Linea_Negocio,new_category,new_descripcion
TIK8563,"Realizando una validación de los elementos liberados del módulo de PNC se encontraron algunos puntos que se deben verficar y corregir:
Ver adjunto de la Gestión del PNC (adjunto del Gestionador WSP), de tal modo que se pueda ver el soporte con el cual se gestionó el PNC.
Para qué orden sea gestionada se debe tener la condición de dar respuesta tanto por elemento como una observaciones general del PNC de tal modo el coordinador de Calidad pueda ver la gestión por elementos (para las OTs de levantamiento) y también la gestión de General del PNC.
En el módulo de Coordinador de Calidad en la pestaña de ACTUALIZACION  (PNC) se deben validar:
Estados Secundarios de las órdenes 
Color según el estado de las Órdenes
En el estado LA OT NO TIENE UN ESTADO SECUNARIO corregir y poner la letra D}
Validar el listado de las muestras dado que no se está mostrando ninguna OT
",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,realizando validación elementos liberados modulo pc encontraron puntos deben verificar corregir ver adjunto gestion pc adjunto gestionado esp tal modo pueda ver soporte gestiono pc orden gestionada debe tener condición dar respuesta elemento observaciones general pc tal modo coordinador calidad pueda ver gestion elementos ots levantamiento tambien gestion general pc modulo coordinador calidad pestaña actualización pc deben validar secundarios ordenes color segun ordenes ot secundario corregir poner letra d validar listado muestras dado mostrando ninguna ot
TIK8954,"Modificar permisos en diferentes formularios del per07, se remite documento",1049609975,Cambiar datos por BD,SS,CAR de Boyacá,Geoambiental,Datos,modificar permisos diferentes formularios pero remite documento
TIK8952,"Buenos días, informo que las rutas a continuación ya fueron terminadas y enviado el respectivo backup, pero las solicitudes no se reflejan en tecniapp",1004521241,No cargan los datos correctamente en la aplicación,NCC,Veolia (antiguo Grupo Sala),Geoaseo,App,buenos dias informo rutas continuación terminadas enviado respectivo backup solicitudes reflejan tecniapp
TIK9505,"Cordial saludo, adjunto cargue de ciclos en cucuta, también agradezco se eliminen los ciclos que están actualmente y se cierren las hojas de recolección. ",1059712201,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,cordial saludo adjunto cargue ciclos cicuta tambien agradezco eliminen ciclos estan actualmente cierren hojas recolección
TIK8969,Para el proyecto de gestión de activos se requiere adicionar los campos que comparto al formulario de administrar activos. Envio los dominios por campo y el nombre con el que deben crearse,1053771474,1- Nuevo requerimiento,NR,Veolia (antiguo Grupo Sala),Geoaseo,Nuevo requerimiento,proyecto gestion activos requiere adicionar campos comparto formulario administrar activos envio dominios campo nombre deben crearse
TIK9043,Pernoctaciones autorizadas,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,pernoctaciones autorizadas
TIK8949,"Agregar el valor Asignado técnico seguimiento en el combo Tipo de Asignación en el formulario Asignaciones funcionario del modulo sancionatorio, así mismo, en el formulario Realizar informe técnico agregar al filtro Asignado técnico seguimiento",1049609975,Cambiar datos por BD,SS,CAR de Boyacá,Geoambiental,Datos,agregar valor asignado tecnico seguimiento combo tipo asignación formulario asignaciones funcionario modulo sancionatorio asi mismo formulario realizar informe tecnico agregar filtro asignado tecnico seguimiento
TIK8956,"Puede colaborarnos por favor verificando los siguientes vehiculos de Manizales, no presentan desconexiones de bateria, pero estan pintando no de una manera eficiente
2127906 WOV722
2127929 WOV669
2127921 DKV 221",1053830949,Revisión de GPS,SS,Veolia (antiguo Grupo Sala),Geoaseo,GPS,puede colaboramos favor verificando siguientes vehiculos maizales presentan desconexiones bateria estan pintando manera eficiente 2127906 wov722 2127929 wov669 2127921 dev
TIK6530,"El esquema solicitado en el tema de levantamientos se carga en la opción de imágenes de actualización, WSP realiza esta acción en las ordenes de este tipo. Al parecer existe un inconveniente en GEOLUMINA para tener acceso en esta imagen.",1053860140,Error al exportar reporte,SS,Codensa,Geolumina,Reporte,esquema solicitado tema levantamientos carga opción imagenes actualización esp realiza acción ordenes tipo parecer existe inconveniente geolumina tener acceso imagen
TIK8959,importante encontrar desde qué punto se está generando el error en el nombre de la referencia del campo info de la luminaria,1053860140,Datos erroneos en reporte,NCC,Dosquebradas Energía y Luz S.A,Geolumina,Reporte,importante encontrar punto generando error nombre referencia campo info luminaria
TIK8960,"Ajustar valores del combo Tipo del formulario Autos del módulo tramite ambiental, se envía listado al correo",1049609975,Cambiar datos por BD,SS,CAR de Boyacá,Geoambiental,Datos,ajustar valores combo tipo formulario autos modulo tramite ambiental envia listado correo
TIK8961,"Solicito amablemente realizar el cargue de ciclos de ciclos de  CUCUTA

Algunas de las HREC ya poseen ciclos en geoaseo, por lo cual se solicita primero eliminar los ciclos de dichas HREC y agregar los nuevos.

Al finalizar, solicito amablemente cerrar las HREC",1053830949,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,solicito amablemente realizar cargue ciclos ciclos cicuta rec poseen ciclos gaseo solicita primero eliminar ciclos dichas rec agregar nuevos finalizar solicito amablemente cerrar rec
TIK8907,crear pdf con cartografía base Cartagena - PLANOS,24343554,1- Nuevo requerimiento,NR,Engie Colombia,Geolumina,Nuevo requerimiento,crear pdf cartografia base cartagena planos
TIK8970,"para solicitar el favor retornar la orden gestionada OT_1142294 de geolumina la cual se cargó con los soportes de actualización incorrectos.
",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,solicitar favor retornar orden gestionada ot_1142294 geolumina cargo soportes actualización incorrectos
TIK8974,"Buena tarde,
Solicito amablemente realizar el cargue de operarios en VALLE para el mes de Septiembre  al finalizar solicito amablemente cerrar las HREC.  ",1004521241,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,buena tarde solicito amablemente realizar cargue operarios valle mes septiembre finalizar solicito amablemente cerrar rec
TIK8973,"Buenos dias 
El 25004 de Cali lo estan revisando el GPS ya transmite al servicio pero no sale en GeoAseo entonces por favor me ayudan revisando que sucede con ese vehiculo, puede ser asociación entre vehiculo y GPS puede que tenga otro gps",1004521241,Cambiar datos por BD,SS,Veolia (antiguo Grupo Sala),Geoaseo,Datos,buenos dias cali estan revisando gps transmite servicio sale gaseo entonces favor ayudan revisando sucede vehiculo puede ser asociación vehiculo gps puede gps
TIK9066,"Se requiere saber que paso con el expediente COM-00007-20, pues no aparece en el sistema",1049609975,Revisión de Consultas,SS,CAR de Boyacá,Geoambiental,Consultas,requiere saber paso expediente com pues aparece sistema
TIK8964,Revisión 2 Bulldozer relleno sanitario Manizales ,1053831061,1- Nuevo requerimiento,NR,Veolia (antiguo Grupo Sala),Geoaseo,Nuevo requerimiento,revision bulldozer relleno sanitario maizales
TIK8978,Agradezco se realice el cambio de CD y transformador relacionado a la OT_179 de Engie que actualmente tiene el  K1234 pero debe ser el  C0155,1053860140,Cambiar datos por BD,SS,Engie Colombia,Geolumina,Datos,agradezco realice cambio cd transformador relacionado ot_179 envie actualmente k1234 debe ser c0155
TIK8981,"Por favor su ayuda con la clonación de las siguientes OT con comentarios y adjuntos, que hacen parte del backlog
1050691

1047351

1047378

1047386

1047427

1047667

1047725

1047991

1048384

1048613

1048690

1048969

1049002

1049154

1050346

1050511

1050777

1050778

1051674

1051737

1052195

1052199

1054150

1054653

1054659

1054691

1054813

1054852

1055716

1055884

1056141

1056378

1056613

1056628

1056850

1057505

1057724

1058256

1058637

1058646

1059297

1059796

1059800

1059998

1060819

1060832

1060883

1061237

1061322

1061956

",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,favor ayuda clonación siguientes ot comentarios adjuntos hacen parte bacilo 1050691 1047351 1047378 1047386 1047427 1047667 1047725 1047991 1048384 1048613 1048690 1048969 1049002 1049154 1050346 1050511 1050777 1050778 1051674 1051737 1052195 1052199 1054150 1054653 1054659 1054691 1054813 1054852 1055716 1055884 1056141 1056378 1056613 1056628 1056850 1057505 1057724 1058256 1058637 1058646 1059297 1059796 1059800 1059998 1060819 1060832 1060883 1061237 1061322 1061956
TIK9507,"Se queda en blanco geoaseo, algunas personas que pueden ingresar les genera lentitud y no se visualizan los datos de las tablas",1004521241,No carga el sistema,NCA,Veolia (antiguo Grupo Sala),Geoaseo,Sistema,queda blanco gaseo personas pueden ingresar genera lentitud visualizan datos tablas
TIK8979,Se requiere reporte de la tablas completas de autos y resoluciones,1049609975,Revisión de Consultas,SS,CAR de Boyacá,Geoambiental,Consultas,requiere reporte tablas completas autos resoluciones
TIK8980,"Solicito amablemente realizar la re asignación por base de datos la OT_1087596 de levantamiento de Heguar Goyeneche a Juan Camilo Posada.
Lo anterior dado que uno de los gestionadores enunciados ya no pertenece al proceso MT",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,solicito amablemente realizar re asignación base datos ot_1087596 levantamiento seguir goyeneche juan camilo posada anterior dado gestionados enunciados pertenece proceso mt
TIK8983,"De manera muy amable solicito realizar el cargue de Tickets para VEOLIA ORIENTE enviado en el adjunto. Algunas de las HRECs contienen Tickets, por tanto solicito amablemente no eliminar ninguno de los tickets registrados, solo insertar los nuevos.

Una vez se realice el cargue, se solicita amablemente cerrar todas las hojas de recolección.",1053830949,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,manera amable solicito realizar cargue tickets verla oriente enviado adjunto eres contienen tickets solicito amablemente eliminar ninguno tickets registrados solo insertar nuevos vez realice cargue solicita amablemente cerrar todas hojas recolección
TIK9770,"De manera muy amable solicito modificar el Motivo de las inoperatividades de la operación de EMAS PANAMÁ que se encuentran en el adjunto, ya que se encuentran mal clasificadas.",1053830949,Cambiar datos por BD,SS,Veolia (antiguo Grupo Sala),Geoaseo,Datos,manera amable solicito modificar motivo inoperatividades operación esas panama encuentran adjunto encuentran mal clasificadas
TIK9165,"Cambiar el valor 6805 del campo fuente por 40700249CAN, en los 26 registros de punto de captación que se envía al correo",1049609975,Cambiar datos por BD,SS,CAR de Boyacá,Geoambiental,Datos,cambiar valor campo fuente can registros punto captación envia correo
TIK8897,"Con el presente se solicita ingresar al aplicativo de GEOLUMINA las siguientes marcas de seccionalizador SZ:
MARCA: BONOMI
MARCA: COL GIOVANNI PAOLO

Adicional se solicita ingresar las siguientes normas en la ventana de CDS y CAMARA
CTS 519-2
CTS 519-9
CTS 515

",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,presente solicita ingresar paliativo geolumina siguientes marcas seccionalizador se marca bonos marca col giovanni paolo adicional solicita ingresar siguientes normas ventana cds camara cts cts cts
TIK9086,En el reporteador para consulta de tramites ambientales no esta permitiendo la descarga de los archivos en pdf,1049609975,Error al exportar reporte,NCC,CAR de Boyacá,Geoambiental,Reporte,reportado consulta tramites ambientales permitiendo descarga archivos pdf
TIK8994,"al generar denuncias en el widget nuevo y verificarlas en el formulario CONSULTAR DENUNCIAS, no registra el usuario que las creo.",1053860140,Faltan datos en un reporte,NCC,Dosquebradas Energía y Luz S.A,Geolumina,Reporte,generar denuncias midget nuevo verificarlas formulario consultar denuncias registra usuario creo
TIK8925,"Vehículo 5040
1. El vehículo sale duplicado
2. Asociar librería CAN de FVZ adjunto a este GPS para que el cliente pueda ver los datos CAN.",1053831061,Configuración de equipos GPS,CON,Cartagueña de Aseo Total ESP,Geoaseo,GPS,vehiculo 1 vehiculo sale duplicado 2 asociar libreria can faz adjunto gps cliente pueda ver datos can
TIK8999,Invitación: Revision Consultas Widget jue 17 de sept de 2020 9am - 10am (COT),24343554,1- Nuevo requerimiento,NR,CAR de Caldas - Corpocaldas,Geoambiental,Nuevo requerimiento,invitación revision consultas midget jue sept am am cot
TIK8996,"me ayudas por favor con la gestión para cambiar la asociación del gps en geoaseo a estado inactivo correspondiente al vehículo que relaciono a continuación, ya que este fue dado como pérdida total. ",1053830949,Cambiar datos por BD,SS,Veolia (antiguo Grupo Sala),Geoaseo,Datos,ayudas favor gestion cambiar asociación gps gaseo inactivo correspondiente vehiculo relaciono continuación dado perdida total
TIK8998,"El dia de hoy realice una carga masiva de 151 OTs para cumplimentacion pero no me genero las OTs en el log, agradezco me indiquen el listado de las OTs generadas, adicionalmente  adjunto el log y la plantilla 

Usuario:1018435975",1053860140,No cargan los datos correctamente en la aplicación,SS,Codensa,Geolumina,App,dia hoy realice carga masiva ots cumplimentacion genero ots log agradezco indiquen listado ots generadas adicionalmente adjunto log plantilla usuario
TIK9892,"Buenos Tardes,
De manera muy amable solicito realizar el cargue de Tickets de báscula para VEOLIA ORIENTE enviado en el adjunto. Algunas de las HRECs contienen Tickets, por tanto solicito amablemente NO eliminar ninguno, solo insertar los enviados en el adjunto.
Una vez se realice el cargue, se solicita amablemente dejar las hojas de recolección abiertas",1059712201,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,buenos tardes manera amable solicito realizar cargue tickets bascula verla oriente enviado adjunto eres contienen tickets solicito amablemente eliminar ninguno solo insertar enviados adjunto vez realice cargue solicita amablemente dejar hojas recolección abiertas
TIK8972,"Buenos dias.

Por favor requiero de su ayuda ya que me encuentro, creando los polígonos para las zonas de combustible valle, corresponden a 5 estaciones de servicio las cuales se exportaron en su totalidad, pero al generar las capas para verificar el polígono de la EDS presidente no se encuentra creado. Ya lo he exportado en 5 ocasiones pero no lo asume.

Por favor su ayuda, adjunto pantallazo de lo mencionado.",1004521241,Datos erroneos en Visor,NCC,Veolia (antiguo Grupo Sala),Geoaseo,Visor,buenos dias favor requiero ayuda encuentro creando polígonos zonas combustible valle corresponden estaciones servicio cuales reportaron totalidad generar capas verificar polígono es presidente encuentra creado exportado ocasiones asume favor ayuda adjunto pantallazo mencionado
TIK9004,"Solicito amablemente validar el error que se presenta en la herramienta GEOLUMINA, al momento de ingresar al reporte consolidado liquidación OT",1053860140,Error al exportar reporte,NCD,Codensa,Geolumina,Reporte,solicito amablemente validar error presenta herramienta geolumina momento ingresar reporte consolidado liquidación ot
TIK8472,"Amablemente solicito su colaboración revisando el motivo por el cual las siguientes OT de actualización con origen Cumplimentación no salen registradas en el Reporte de actualización.
OT_1130310
OT_1130321
OT_1130662
OT_1130994
A modo de ejemplo, si busco la OT_1130310 directamente desde el módulo Usuarios Enel, MT, Actualización si aparece la OT con fecha de creación del 31/07/2020.
Sin embargo cuando descargo el Reporte de actualización en un periodo del 01/07/2020 al 10/08/2020 y esa OT no aparece (adjunto el reporte descargado). Se intentó con los dos tipos que ofrece el formulario y en ninguno de los dos reportes",1053860140,Faltan datos en un reporte,SS,Codensa,Geolumina,Reporte,amablemente solicito colaboración revisando motivo siguientes ot actualización origen cumplimentacion salen registradas reporte actualización ot_1130310 ot_1130321 ot_1130662 ot_1130994 modo ejemplo si busco ot_1130310 directamente modulo usuarios enel mt actualización si aparece ot fecha creación embargo descargo reporte actualización periodo ot aparece adjunto reporte descargado intento dos tipos ofrece formulario ninguno dos reportes
